192255,10
14871,10
66288,10
95567,10
86713,10
103211,11
111061,10
312771,10
171338,17
358353,11
79681,10
43514,10
352460,10
45733,10
118182,13
135848,10
266409,10
37359,10
79387,11
87938,11
126936,10
377658,10
289996,11
157923,10
32196,10
27029,12
265411,10
7957,10
23729,10
376822,10
45074,10
133316,12
376455,11
201108,10
119050,10
191865,10
32461,10
113412,11
243622,11
123156,10
386649,11
26425,13
293781,12
96292,11
334248,11
129107,11
176952,11
8917,11
270076,19
269591,10
213093,11
386005,10
166485,14
118002,10
260332,11
341765,15
302083,12
205886,10
278668,11
183076,11
185612,11
66738,11
360680,10
72283,12
310732,10
234092,10
268151,11
187070,11
45800,10
374637,15
17758,13
120445,14
255311,12
354267,11
15780,11
250561,11
252673,10
279728,10
251838,10
172916,10
89773,17
266099,24
259013,10
302058,11
308527,10
12309,11
254673,10
348070,10
36009,10
167549,10
211763,12
50049,10
291434,11
27566,11
28232,10
300629,10
232888,11
81822,17
330661,10
238912,29
175924,15
249527,11
290161,10
304695,10
244245,60
147764,12
250181,10
14305,10
183362,10
365531,10
363077,10
199848,16
251764,10
146251,10
181380,12
